,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
7390,763590136,II1601050,06/27/2016 09:55:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>SUBJECT MATCHING THE DESCRIPTION OF A ROBBERY SUSPECT WAS LO CATED BY OFFICER. SUBJECT RAN FROM OFFICER AND WAS ARRESTED AFTER A FOOT PURSUIT.,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,,,40.113,-88.2232,06/29/2016 03:41:20 PM,06/29/2016 05:50:02 PM,POINT (-88.2232 40.113),21,Monday,Robbery,206477.0
7402,764220467,II1601084,07/05/2016 02:35:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>A FELONY STOP WAS CONDUCTED AFTER A VEHICLE ATTEMPTED TO FLE E A TRAFFIC STOP. THREE SUBJECTS WERE ARRESTED FOR VARIOUS OFFENSES. TWO HANDGUNS WERE LOCATED INSIDE THE VEHICLE.,,GOODWIN AVE & SPRINGFIELD AVE,,URBANA,IL,,,40.1115,-88.2336,07/06/2016 03:32:22 PM,07/06/2016 05:40:03 PM,POINT (-88.2336 40.1115),2,Tuesday,Weapons Offense,206477.0
7425,766151947,II1601149,07/24/2016 12:03:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>SUBJECT TOOK A CELL PHONE FROM AN INDIVIDUALS HAND AND FLED WITH THE PROPERTY.,,FOURTH ST & HEALEY ST,,URBANA,IL,,,40.1115,-88.2336,07/26/2016 04:25:22 PM,07/26/2016 06:30:03 PM,POINT (-88.2336 40.1115),0,Sunday,Robbery,206477.0
7440,767871786,II1601225,08/14/2016 08:45:00 PM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/>ATTEMPTED ROBBERY AND AGGRAVATED BATTERY OCCURRED AT THE SIE BEL CENTER COURTYARD. A WEAPON WAS IMPLIED BUT NOT USED. NO ITEMS OR MONEY WERE TAKEN.,,200 Block GOODWIN AV N,,URBANA,IL,,,40.1138,-88.2247,08/15/2016 09:58:21 PM,08/16/2016 01:00:02 AM,POINT (-88.2247 40.1138),20,Sunday,Robbery,206477.0
7462,771097600,II1601371,09/03/2016 01:55:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJ PICKED UP A CHAIR IN THE BEER GARDEN OF JOE'S BREWERY & STRUCK AN INDIVIDUAL IN THE HEAD CAUSING A CUT ABOVE THE EY E. THE SUSPECT WAS CHASED DOWN BY THE VICTIM & HIS FRIENDS. THEY WERE ABLE TO DETAIN THE SUSPECT UNTIL POLICE ARRIVED.,,1 Block ST & 6TH ST,,URBANA,IL,,,40.1102,-88.2293,09/05/2016 03:56:28 PM,09/05/2016 05:55:02 PM,POINT (-88.2293 40.1102),1,Saturday,Assault,206477.0
7496,774268850,II1601542,09/26/2016 04:45:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> A U OF I EMPLOYEE REPORTED A BATTERY BY A COWORKER.,,400 Block GOODWIN AV S,,URBANA,IL,,,40.1092,-88.2249,09/29/2016 04:32:02 PM,09/29/2016 06:31:55 PM,POINT (-88.2249 40.1092),16,Monday,Assault,206477.0
7523,776914802,II1601657,10/13/2016 01:13:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>A FIGHT OCCURRED AT THIRD ST AND CHALMERS AND A SUBJECT WAS ARRESTED FOR AGGRAVATED BATTERY.,,THIRD & CHALMERS,,URBANA,IL,,,40.1083,-88.2292,10/13/2016 04:02:19 PM,10/13/2016 06:00:03 PM,POINT (-88.2292 40.1083),1,Thursday,Assault,206477.0
7540,777667966,II1601695,10/18/2016 05:48:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>BATTTERY TO AN MTD DRIVER OCCURED ON A BUS AT THE STOP ADJAC ENT TO THE CERAMICS BUILDING. SUSPECT WAS RELEASED ON A NOTI CE TO APPEAR.,,100 Block GOODWIN AV S,,URBANA,IL,,,40.1082,-88.2243,10/19/2016 04:42:26 PM,10/19/2016 07:02:13 PM,POINT (-88.2243 40.1082),17,Tuesday,Assault,206477.0
7574,834961036,II1800066,01/21/2018 06:10:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>A SUBJECT WAS STRUCK IN THE FACE BY SOMEONE THAT SHE DID NO T KNOW.THE OFFENDER WAS LOCATED AND ARRESTED FOR AGGRAVATED BATTERY.,,1000 Block GREGORY DR W,,URBANA,IL,,,40.1041,-88.221,02/23/2018 05:02:14 PM,02/23/2018 05:02:14 PM,POINT (-88.221 40.1041),18,Sunday,Assault,206477.0
7579,834964171,II1800064,01/21/2018 02:40:00 AM,[UIPD] BOMB THREAT,BOMB THREAT <BR/><BR/>OFFICERS INVESTIGATED CLAIMS OF A BOMB THREAT IN A RESIDENCE HALL. THE THREATS WERE UNFOUNDED,,1000 Block COLLEGE CT W,,URBANA,IL,,,40.0989,-88.2215,02/23/2018 06:02:14 PM,02/23/2018 06:05:08 PM,POINT (-88.2215 40.0989),2,Sunday,Disorder,206477.0
7592,879485255,II1801141,09/28/2018 02:40:00 AM,[UIPD] BATTERY,"BATTERY <BR/><BR/>OFFICER RESPONDED TO INVESTIGATE A BATTERY THAT OCCURED IN L OT A9, 605 E HEALEY, CHAMPAIGN.",,600 Block HEALEY ST E,,URBANA,IL,,,40.1113,-88.23,09/30/2018 02:02:04 PM,09/30/2018 02:02:44 PM,POINT (-88.23 40.1113),2,Friday,Assault,206477.0
7598,856405880,II1800680,06/03/2018 01:16:00 AM,[UIPD] BATTERY,"BATTERY <BR/><BR/>A RED LION STAFF MEMBER WAS BATTERED BY AN UNIDENTIFIED COLL EGE AGE WHITE MALE WITH BLONDE HAIR, WEARING A WHITE AND BLU E BASEBALL SHIRT AND BLUE JEANS.",,200 Block GREEN ST E,,URBANA,IL,,,40.1076,-88.2285,06/04/2018 05:02:06 PM,06/04/2018 05:02:07 PM,POINT (-88.2285 40.1076),1,Sunday,Assault,206477.0
7600,856486345,II1800679,06/03/2018 01:13:00 AM,[UIPD] BATTERY,BATTERY <BR/><BR/>A FEMALE REFUSED TO LEAVE THE RED LION AFTER BEING TOLD BY B AR STAFF NUMEROUS TIMES TO DEPART. DURING THE INCIDENT THE F EMALE ASSAULTED AND BATTERED THE RED LION BAR MANAGER. ONCE OFFICERS ARRIVED THE FEMALE RESISTED OFFICERES. THE FEMALE WAS ISSUED A NOTICE TO APPEAR AND RELEASED.,,GREEN ST E & THIRD ST,,URBANA,IL,,,40.1099,-88.2356,06/05/2018 05:02:08 PM,06/05/2018 05:02:09 PM,POINT (-88.2356 40.1099),1,Sunday,Assault,206477.0
7603,857250636,II1800713,06/12/2018 07:05:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/> OFFICERS REPONDED TO INVESTIGATE A BATTERY,,2000 Block LINCOLN AVE S,,URBANA,IL,,,40.0929,-88.21799999999999,06/13/2018 02:02:46 PM,06/13/2018 02:03:14 PM,POINT (-88.218 40.0929),19,Tuesday,Assault,206477.0
7605,857492200,II1800722,06/14/2018 11:56:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS <BR/><BR/>OFFICER CONDUCTED A TRAFFIC STOP ON A VEHICLE. DRIVER WAS FOUND TO BE IN POSSESSION OF A HANDGUN.,,SECOND ST S & GREEN ST,,URBANA,IL,,,40.1102,-88.23700000000001,06/15/2018 05:02:02 PM,06/15/2018 05:02:03 PM,POINT (-88.237 40.1102),23,Thursday,Weapons Offense,206477.0
7638,786866951,II1602049,12/21/2016 12:42:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>VEHICLE STOPPED FOR SPEEDING AND IMPROPER LANE USAGE. ODOR OF CANNABIS WAS DETECTED. A LOADED REVOLVER WAS DISCOVERED ON THE DRIVER DURING THE SEARCH.,,400 Block COLER AVE N,,URBANA,IL,,,40.1159,-88.21600000000001,12/28/2016 11:38:48 AM,12/28/2016 01:37:11 PM,POINT (-88.216 40.1159),0,Wednesday,Weapons Offense,206477.0
7653,859947693,II1800737,06/19/2018 01:20:00 AM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED <BR/><BR/>MALE FLED IN HIS VEHICLE FROM TRAFFIC STOP AND STRUCK AN OFFICER'S ARM AS HE FLED. MALE WAS EVENTUALLY LOCATED AFTER COMMITTING MULTIPLE TRAFFIC VIOLATIONS, AND PLACED UNDER ARREST.",,GOODWIN AVE & SPRINGFIELD AVE,,URBANA,IL,,,40.1128,-88.22399999999999,06/20/2018 04:02:08 PM,06/20/2018 04:02:08 PM,POINT (-88.224 40.1128),1,Tuesday,Assault,206477.0
7681,799961684,II1700403,03/28/2017 11:00:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>ATTEMPTED ROBBERY OCCURRED ON CAMPUS SOMEWHERE BETWEEN BUSEY HALL AND ILLINOIS STREET RESIDENCE. THE VICTIM BELIEVES SHE SAW ONE OF THE ATTACKERS MANY HOURS AFTER ON A BUS.,,1000 Block ILLINOIS ST W,,URBANA,IL,,,40.1092,-88.2213,03/31/2017 06:55:02 PM,03/31/2017 06:55:03 PM,POINT (-88.2213 40.1092),11,Tuesday,Robbery,206477.0
7694,861972092,II1800781,07/03/2018 09:40:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>REPORTING PARTY SAID HE WAS HIT IN THE CHEST WHILE JOGGING. NO SUSPECTS,,1300 Block GREEN ST W,,URBANA,IL,,,40.1107,-88.227,07/04/2018 01:02:08 PM,07/04/2018 01:02:08 PM,POINT (-88.227 40.1107),21,Tuesday,Assault,206477.0
7723,880415981,II1801194,10/07/2018 06:40:00 PM,[UIPD] ROBBERY,ROBBERY <BR/><BR/> A SUBJECT WAS A VICTIM OF AN ATTEMPTED ROBBERY ON THE QUAD.,,1400 Block GREEN ST W,,URBANA,IL,,,40.1095,-88.2273,10/09/2018 01:02:05 PM,10/09/2018 01:02:43 PM,POINT (-88.2273 40.1095),18,Sunday,Robbery,206477.0
7746,836395446,II1800262,03/03/2018 01:34:00 AM,[UIPD] BATTERY,"BATTERY <BR/><BR/>VICTIM WAS BATTERED. VICTIM DID NOT WANT TO PRESS CHARGES AN D ONLY WANTED THE OFFENDER TO GET MEDICAL HELP. OFFICER IDEN TIFIED WHO THE OFFENDER WAS AND CONDUCTED A CHECK WELFARE ON HER. THE OFFENDER IS KNOWN TO HAVE MENTAL HEALTH ISSUES, WOULD NOT ANSWER THE DOOR, AND WAS UNCOOPERATIVE.",,300 Block GREGORY DR,,URBANA,IL,,,40.1038,-88.2351,03/06/2018 02:02:06 PM,03/06/2018 02:06:41 PM,POINT (-88.2351 40.1038),1,Saturday,Assault,206477.0
7768,808393785,II1700749,06/05/2017 09:00:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> CALLED TO ASSIST CPD WITH POLICE K9,,CHURCH ST & SABIN AVE,,URBANA,IL,,,40.1183,-88.2686,06/06/2017 07:25:02 PM,06/06/2017 07:25:02 PM,POINT (-88.2686 40.1183),21,Monday,Assault,
7771,845355510,II1800540,04/29/2018 01:20:00 PM,[UIPD] BATTERY,BATTERY <BR/><BR/>UIPD OFFICERS INVESTIGATED A REPORTED BATTERY AND VERBAL ASS AULT THAT OCCURRED ON THE MAIN QUAD AT THE ILLINI UNION. THE OFFENDER EXITED THE AREA PRIOR TO POLICE ARRIVAL. THERE IS LIMITED INFORMATION REGARDING THE OFFENDER.,,1400 Block GREEN ST W,,URBANA,IL,,,40.1095,-88.2273,05/01/2018 01:02:09 PM,05/01/2018 01:02:09 PM,POINT (-88.2273 40.1095),13,Sunday,Assault,206477.0
7821,865338129,II1800856,07/30/2018 11:45:00 AM,[UIPD] BATTERY,BATTERY <BR/><BR/>TWO AMP PARTICIPANTS REPORTEDLY WERE INVOLVED IN PHYSICAL AL TERCATION. FURTHER INVESTIGATION SHOWS THIS WAS UNFOUNDED.,,200 Block PEABODY DR E,,URBANA,IL,,,40.1023,-88.2351,07/31/2018 03:02:08 PM,07/31/2018 03:03:39 PM,POINT (-88.2351 40.1023),11,Monday,Assault,206477.0
7867,881002256,II1801220,10/08/2018 11:13:00 AM,[UIPD] BOMB THREAT,BOMB THREAT <BR/><BR/>UNIVERSITY OF ILLINOIS POLICE DEPARTMENT RECEIVED SEVERAL E-MAILS ABOUT ANTHRAX BOMBS BEING PLACED AROUND THE STATE OF ILLINOIS. THESE E-MAILS WERE DETERMINED TO BE A HOAX.,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,,,40.113,-88.2235,10/12/2018 01:02:11 PM,10/12/2018 01:02:54 PM,POINT (-88.2235 40.113),11,Monday,Disorder,206477.0
7908,878414073,II1801069,09/17/2018 01:20:00 PM,[UIPD] BATTERY,BATTERY <BR/><BR/>DEPARTMENT OF ECONOMICS STAFF MEMBER REPORTED SHE WAS THE VI CTIM OF A BATTERY BY A PROFESSOR,,1400 Block GREGORY DR W,,URBANA,IL,,,40.1036,-88.2283,09/19/2018 01:02:08 PM,09/19/2018 01:02:44 PM,POINT (-88.2283 40.1036),13,Monday,Assault,206477.0
7912,844132719,II1800508,04/25/2018 02:29:00 AM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED <BR/><BR/>APPROXIMATELY EIGHT SUBJECT WERE INVOLVED IN A FIGHT AT THE INTERSECTION OF FIFTH ST AND JOHN ST, CHAMPAIGN, IL. MULTIPL E SUBJECTS WERE SPRAYED WITH OC SPRAY TO STOP THE FIGHT. THE SUBJECTS WERE DECONTAMINATED BY MEDICAL PERSONNEL AND RELEA SED FROM THE SCENE.",,JOHN ST E & FIFTH,,URBANA,IL,,,40.1096,-88.2301,04/27/2018 01:02:14 PM,04/27/2018 01:03:07 PM,POINT (-88.2301 40.1096),2,Wednesday,Assault,206477.0
7922,878604232,II1801087,09/20/2018 09:25:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>VICTIM WAS BATTERED WHILE WALKING DOWN SIDEWALK. VICTIM POSITIVELY IDENTIFIED OFFENDER AT SHOW-UP AND OFFENDER WAS ARRESTED.,,FLORIDA AVE W & MARYLAND DR,,URBANA,IL,,,40.1006,-88.2242,09/21/2018 05:02:14 PM,09/21/2018 05:02:15 PM,POINT (-88.2242 40.1006),9,Thursday,Assault,206477.0
7961,781420851,II1601827,11/05/2016 03:40:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS RESPONDED TO AN INTOXICATED DISORDERLY MAN/BATTERY DISPATCH AND LOCATED THE PARTIES INVOLVED. THE SUBJECT WAS T RANSPORTED TO THE HOSPITAL AND NO PARTIES WISHED TO PURSUE C RIMINAL CHARGES.,,1400 Block FIRST ST S,,URBANA,IL,,,40.1,-88.24,11/17/2016 02:02:59 PM,11/17/2016 04:00:02 PM,POINT (-88.24 40.1),15,Saturday,Assault,206477.0
7966,781507135,II1601849,11/11/2016 10:05:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER RESPONDED TO PAR IN REFERENCE TO A FIGHT THAT OCCURR ED OUTSIDE OF THE SOUTHEAST DOORS.,,PENNSYLVANIA AV W & LINCOLN AVE.,,URBANA,IL,,,40.1003,-88.2207,11/18/2016 04:48:01 PM,11/18/2016 06:45:02 PM,POINT (-88.2207 40.1003),22,Friday,Assault,206477.0
7984,781931551,II1601905,11/21/2016 11:51:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>A DRIVER WAS ARRESTED FOR DRIVING UNDER THE INFLUENCE OF ALC OHOL.,,SPRINGFIELD AVE & MATHEWS AVE,,URBANA,IL,,,40.1128,-88.22399999999999,11/23/2016 02:53:06 PM,11/23/2016 04:50:05 PM,POINT (-88.224 40.1128),23,Monday,Assault,206477.0
7992,804684727,II1601979,11/28/2016 11:50:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>UIPD WAS ASSIGNED CPD CASE #C16-11065 FOR FOLLOW UP. VICTIM REPORTS BEING BATTERED AND ROBBED BY A PERSON KNOWN TO HIM.,,OAK ST S & DANIEL ST,,URBANA,IL,61820.0,,40.1078938,-88.24156049999998,05/09/2017 07:30:01 PM,05/09/2017 07:31:49 PM,POINT (-88.2415605 40.1078938),11,Monday,Robbery,206477.0
8056,790768665,II1700077,01/25/2017 03:15:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> SHOPLIFTER FLED FROM OFFICER AND WAS LATER APPREHENDED,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,01/26/2017 04:14:24 PM,01/26/2017 06:10:05 PM,POINT (-88.2292 40.1083),15,Wednesday,Assault,206477.0
8074,802350849,II1700157,02/10/2017 08:49:00 PM,[UIPD] ARSON-AGGRAVATED,ARSON-AGGRAVATED                   <BR/><BR/>CALLED TO ASSIST FIRE FOR SUBJECT THAT HAD PULLED FIRE ALARM .,,1400 Block GREGORY DR W,,URBANA,IL,,,40.1036,-88.2283,04/19/2017 07:45:02 PM,04/19/2017 07:45:03 PM,POINT (-88.2283 40.1036),20,Friday,Arson,206477.0
8076,793429334,II1700164,02/11/2017 09:59:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICERS FLAGGED DOWN FOR ATTEMPTED ROBBERY BY VICTIM. SUSPECTS LATER LOCATED AND ARRESTED.,,ARMORY E & FOURTH,,URBANA,IL,61820.0,,40.105406200000004,-88.23344159999998,02/14/2017 05:24:51 PM,02/14/2017 05:25:02 PM,POINT (-88.2334416 40.1054062),21,Saturday,Robbery,206477.0
8119,796855443,II1700296,03/05/2017 02:10:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> SUBJECT WAS BATTERED AND ROBBED BY THREE UNKNOWN MALES.,,LOCUST & JOHN,,URBANA,IL,,,40.109,-88.2403,03/08/2017 07:35:01 PM,03/08/2017 07:40:44 PM,POINT (-88.2403 40.109),2,Sunday,Robbery,206477.0
8133,797272795,II1700337,03/11/2017 03:52:00 AM,[UIPD] UNLAWFUL POSS FIREARM & AMMUNITION,UNLAWFUL POSS FIREARM & AMMUNITION <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP FOR DISOBEYING A STOP SIGN. OFFICER OBSERVED A BAG WITH SUSPECTED CANNABIS RESIDUE IN P LAIN VIEW. DRIVER OF THE VEHICLE WAS SUBSEQUENTLY ARRESTED F OR UNLAWFUL POSSESSION OF A FIREARM AND DEFACING IDENTIFICAT ION MARKS OF A FIREARM. DRIVER WAS ALSO ISSUED A CITATION FO R DISOBEYING A STOP SIGN. ANOTHER SUBJECT WAS ARRESTED ON TW O VALID WARRANTS.,,CLARK E & THIRD,,URBANA,IL,,,40.1154,-88.2354,03/13/2017 01:40:02 PM,03/13/2017 01:40:02 PM,POINT (-88.2354 40.1154),3,Saturday,Weapons Offense,206477.0
8142,800592658,II1700413,03/31/2017 12:23:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER OBSERVED FATHER AND DAUGHTER INVOLVED IN A PHYSICAL DOMESTIC. FATHER THEN GOT INTO A PHYSICAL FIGHT WITH DAUGHTE R'S BOYFRIEND. FATHER WAS ARRESTED AND TRANSPORTED TO THE JA IL.,,ILLINOIS E & VINE,,URBANA,IL,,,40.1093,-88.2049,04/04/2017 05:30:02 PM,04/04/2017 05:30:03 PM,POINT (-88.2049 40.1093),12,Friday,Assault,
8165,802260401,II1700508,04/15/2017 03:02:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>INTOXICATED SUBJECT TRANSPORTED TO PRESENCE. SHE ATTEMPTED T O JUMP OUT OF AMBULANCE AND BATTERED EMT PERSONNEL. ISSUED A STATE NTA FOR AGG BATTERY.,,GOODWIN S & GREEN,,URBANA,IL,,,40.1177,-88.2276,04/18/2017 07:00:02 PM,04/18/2017 07:00:02 PM,POINT (-88.2276 40.1177),3,Saturday,Assault,
8179,803173543,II1700576,04/26/2017 11:40:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>SUBJECT REPORTED SHE WAS INJURED WHEN HIT BY AN EGG THAT CAM E FROM A PASSING VEHICLE. NO SUSPECT INFO.,,FOURTH & ARMORY,,URBANA,IL,,,40.1054,-88.2335,04/28/2017 05:05:02 PM,04/28/2017 05:05:02 PM,POINT (-88.2335 40.1054),23,Wednesday,Assault,206477.0
8204,807687743,II1700718,05/26/2017 02:23:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> SUBJECT WAS PUNCHED IN THE FACE INSIDE MCDONALD'S.,,600 Block GREEN ST E,,URBANA,IL,,,40.1104,-88.2296,05/30/2017 03:20:02 PM,05/30/2017 03:20:03 PM,POINT (-88.2296 40.1104),2,Friday,Assault,206477.0
8276,815978454,II1701023,08/20/2017 09:52:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION <BR/><BR/>OFFIECERS WERE DISPATCHED TO B4 PARKING LOT FOR A SUBJECT WHO CALLED FROM THE E-PHONE ASKING FOR SHELTER FOR THE NIGHT SUBJECT WAS TRANSPORTED TO CARLE HOSPITAL FOR A PSYCHOLOGICAL EVALUATION.,,UNIVERSITY AV W & GOODWIN,,URBANA,IL,,,40.1161,-88.2252,08/21/2017 03:02:05 PM,08/21/2017 03:03:18 PM,POINT (-88.2252 40.1161),21,Sunday,Other,206477.0
8371,833686727,II1701610,10/28/2017 08:00:00 PM,[UIPD] BATTERY,BATTERY <BR/><BR/>STUDENT MADE LEWD COMMENTS AND GRABBED THE BUTTOCKS OF A FEM ALE AGAINST HER WILL,,700 Block GOODWIN AV S,,URBANA,IL,,,40.1065,-88.2237,02/08/2018 06:47:02 PM,02/08/2018 06:47:58 PM,POINT (-88.2237 40.1065),20,Saturday,Assault,206477.0
8380,833756891,II1701699,12/02/2017 04:07:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>OFFICERS RESPONDED TO MANDOWN CALL. SUBJECT REFUSED MEDICAL ASSISTANCE AND BATTERED PARAMEDIC AND OFFICER. SUBJECT WAS ARRESTED FOR AGGRAVATED BATTERY.,,BLK OF SAINT MARY'S RD,,URBANA,IL,,,40.0941,-88.2425,02/09/2018 02:02:14 PM,02/09/2018 02:02:32 PM,POINT (-88.2425 40.0941),16,Saturday,Assault,206477.0
